State,County,age_adjusted_trend,crude_trend,latest_age_adjusted,latest_crude,rank
Tennessee,Benton,-0.5199999999999901,-0.5699999999999912,10.1,12.9,3155.0
South Dakota,Stanley,0.15000000000001554,0.260000000000022,4.8,6.1,3156.0
Nebraska,Keith,-0.03999999999996358,0.04000000000004714,6.0,8.2,3156.5
Kentucky,Breathitt,-0.8099999999999687,-0.7799999999999685,12.3,14.5,3156.5
Tennessee,Warren,-0.4899999999999793,-0.48999999999996396,9.8,11.4,3158.5
North Dakota,Richland,0.009999999999990954,0.049999999999992883,5.7,6.5,3160.0
Alabama,Lawrence,-0.36000000000002286,-0.35000000000002396,8.6,10.3,3161.0
Florida,Duval,-0.20000000000003723,-0.15000000000004285,7.3,7.8,3161.5
Kentucky,Hancock,-0.39999999999998614,-0.4099999999999854,8.9,10.4,3161.5
Florida,Flagler,-0.20000000000003723,-0.050000000000024684,7.3,10.4,3161.5
New Jersey,Cumberland,-0.1928571428571467,-0.18571428571428475,7.2,8.0,3162.5
Mississippi,Union,-0.2999999999999472,-0.31999999999993733,8.0,9.0,3163.0
Washington,Lincoln,-0.05000000000000071,0.010000000000006549,6.1,8.2,3163.0
Florida,Santa Rosa,-0.2000000000000469,-0.1500000000000418,7.3,8.3,3163.0
Kentucky,Bath,-0.5699999999999666,-0.5699999999999684,10.4,12.1,3163.5
Kansas,Reno,-0.14999999999995456,-0.12999999999994197,6.8,8.1,3165.0
Kansas,Stevens,-0.15999999999995249,-0.1499999999999249,6.9,7.9,3165.5
Nevada,Lincoln,-0.15999999999995249,-0.009999999999938051,6.9,8.9,3165.5
Minnesota,Norman,0.01999999999999704,0.029999999999995523,5.6,7.0,3165.5
Iowa,Johnson,0.07000000000001956,0.08000000000001802,5.3,4.8,3165.5
Massachusetts,Suffolk,0.030000000000041053,0.04000000000003988,5.5,5.1,3166.0
Kentucky,Morgan,-0.7099999999999554,-0.7399999999999579,11.2,12.5,3166.0
Minnesota,Clay,0.10999999999999048,0.14999999999999275,5.1,5.1,3167.0
Nevada,Nye,-0.2699999999999899,-0.1899999999999707,7.8,11.1,3167.0
Florida,Taylor,-0.5000000000000713,-0.4500000000000777,9.9,11.9,3167.5
Wisconsin,Monroe,-0.03999999999997896,0.010000000000021731,6.0,7.1,3167.5
Utah,Sevier,-0.050000000000007976,-0.009999999999998583,6.1,7.0,3168.0
Kentucky,Powell,-0.5299999999999888,-0.5399999999999797,10.1,11.5,3168.0
North Carolina,Stokes,-0.2699999999999911,-0.2599999999999841,7.8,9.8,3169.0
Texas,Fisher,-0.10999999999997574,-0.05999999999996027,6.5,8.5,3169.5
Indiana,Rush,-0.36999999999995986,-0.3599999999999536,8.6,10.3,3170.0
Kansas,Phillips,-0.1399999999999713,-0.1099999999999692,6.7,8.7,3171.0
Iowa,Winneshiek,0.050000000000014935,0.13000000000002598,5.4,6.5,3171.0
Tennessee,Robertson,-0.26999999999999696,-0.2299999999999879,7.8,8.9,3171.0
Pennsylvania,Pike,-0.03999999999998624,0.020000000000019207,6.0,7.8,3171.5
Georgia,Emanuel,-0.38999999999999485,-0.33999999999999503,8.8,9.9,3172.0
New York,Montgomery,-0.2999999999999637,-0.3099999999999466,8.0,9.5,3173.0
Iowa,Boone,-0.009999999999976007,0.06000000000002921,5.8,7.0,3173.5
Arkansas,Monroe,-0.4199999999999991,-0.3499999999999939,9.1,12.0,3174.0
Virginia,Appomattox,-0.21999999999998965,-0.2099999999999842,7.4,9.0,3174.5
North Carolina,Greene,-0.34999999999996934,-0.3099999999999466,8.4,9.5,3180.5
Tennessee,Cocke,-0.5700000000000057,-0.5899999999999949,10.3,12.9,3180.5
Michigan,Iosco,-0.3300000000000041,-0.32000000000000667,8.3,11.6,3181.0
Mississippi,Smith,-0.3099999999999843,-0.3099999999999829,8.1,9.8,3184.0
New Mexico,Guadalupe,0.06000000000005167,0.11000000000005992,5.3,6.1,3184.5
Kansas,Labette,-0.20999999999997612,-0.15999999999996764,7.3,8.9,3187.0
Alaska,Dillingham,-0.39999999999994784,-0.3299999999999424,8.8,9.0,3187.0
Colorado,Teller,0.08000000000002594,0.17000000000003493,5.2,7.0,3189.0
Kentucky,Nicholas,-0.7300000000000351,-0.7900000000000413,10.9,12.6,3189.5
Missouri,DeKalb,-0.2899999999999795,-0.07999999999996553,7.9,9.1,3190.5
Missouri,Jefferson,-0.18999999999998685,-0.18999999999998626,7.1,8.1,3191.0
Texas,Galveston,-0.02999999999998013,2.9977605604942394e-14,5.9,6.5,3191.0
Texas,Zavala,-0.19999999999998538,-0.22999999999998005,7.2,7.4,3191.5
Louisiana,Red River,-0.3999999999999779,-0.4199999999999747,8.8,10.7,3192.0
Wisconsin,Forest,-0.13999999999999405,-0.09000000000000191,6.7,8.6,3194.0
North Carolina,Burke,-0.2999999999999934,-0.24999999999998476,8.0,9.8,3194.5
Tennessee,Tipton,-0.2999999999999934,-0.26999999999998964,8.0,9.0,3194.5
Kentucky,Butler,-0.5599999999999626,-0.5799999999999517,10.1,12.1,3198.0
Pennsylvania,Northumberland,-0.20999999999999908,-0.14999999999999292,7.3,9.1,3198.0
Tennessee,Perry,-0.6399999999999956,-0.6599999999999929,10.5,12.9,3199.0
Iowa,Grundy,0.04000000000001676,0.10000000000001535,5.4,6.7,3199.0
Michigan,Clare,-0.45000000000000023,-0.39999999999999414,9.3,12.2,3199.5
Wyoming,Sheridan,-3.3242396930497963e-16,0.08000000000000261,5.7,7.1,3200.0
Colorado,San Miguel,0.1400000000000243,0.26000000000002915,4.7,5.4,3200.5
Kansas,Clay,-0.05999999999998349,0.010000000000013526,6.1,7.8,3201.0
North Carolina,Washington,-0.33999999999997854,-0.23999999999997282,8.3,11.2,3201.0
Illinois,Lawrence,-0.27999999999997355,-0.24999999999996322,7.8,8.7,3201.5
Idaho,Kootenai,-0.02999999999998793,0.010000000000013545,5.9,7.0,3202.0
Pennsylvania,Berks,-0.09999999999997734,-0.06999999999995919,6.4,7.4,3202.0
Texas,Glasscock,-0.11000000000000608,-0.06999999999999022,6.5,7.1,3202.5
South Dakota,Deuel,0.06000000000000582,0.1400000000000168,5.3,6.8,3202.5
Kansas,Jackson,-0.09999999999997736,-0.05999999999997548,6.4,7.8,3203.5
Nebraska,Saline,-0.09999999999997736,-0.0299999999999501,6.4,7.1,3203.5
Minnesota,Sibley,0.040000000000002034,0.12000000000000494,5.4,6.6,3204.0
Illinois,Marion,-0.2799999999999795,-0.29999999999997823,7.8,9.4,3204.5
Indiana,Vanderburgh,-0.2799999999999795,-0.2799999999999726,7.8,8.8,3204.5
Texas,Washington,-0.12999999999998074,-0.09999999999995444,6.6,8.2,3205.5
Oklahoma,Choctaw,-0.46000000000002256,-0.5100000000000209,9.4,11.5,3205.5
Ohio,Geauga,-0.11000000000002173,-0.11000000000002984,6.5,8.2,3207.5
Arkansas,Carroll,-0.23999999999999413,-0.16999999999998303,7.5,9.7,3208.0
Oklahoma,Garfield,-0.19000000000000225,-0.11999999999998166,7.1,8.0,3209.0
Montana,Sweet Grass,0.009999999999998361,0.07999999999998818,5.6,7.5,3209.5
Florida,Pasco,-0.250000000000051,-0.2500000000000818,7.6,9.5,3210.0
Arizona,Coconino,-0.09999999999998568,-0.039999999999971274,6.4,6.2,3211.0
Arkansas,Lonoke,-0.19000000000000955,-0.12000000000001294,7.1,7.7,3212.0
West Virginia,Pendleton,-0.5399999999999262,-0.5299999999999125,9.9,13.4,3212.5
Georgia,Webster,-0.35999999999994536,-0.35999999999992227,8.4,10.8,3212.5
Texas,Terrell,-0.11999999999991347,0.17000000000010995,6.5,9.6,3212.5
Kentucky,Meade,-0.32999999999998236,-0.2599999999999772,8.2,9.2,3213.0
Mississippi,Holmes,-0.5799999999999429,-0.47999999999994236,10.1,11.2,3214.0
New Mexico,Chaves,-0.11999999999992907,-0.0899999999999108,6.5,7.2,3214.5
Tennessee,McMinn,-0.4200000000000126,-0.4100000000000144,9.0,10.8,3218.0
New York,Allegany,-0.27999999999998904,-0.2699999999999893,7.8,8.9,3218.0
Minnesota,Waseca,0.03999999999998647,0.07999999999998807,5.4,6.3,3218.0
New Mexico,Lea,-0.07999999999995043,-0.06999999999992089,6.2,6.2,3220.0
Tennessee,Humphreys,-0.390000000000009,-0.4100000000000071,8.7,10.6,3220.5
Mississippi,Grenada,-0.30999999999993827,-0.2699999999999279,8.0,9.4,3220.5
Georgia,Upson,-0.34000000000000163,-0.3699999999999982,8.3,9.8,3220.5
Louisiana,Rapides,-0.30999999999993827,-0.26999999999992946,8.0,9.1,3220.5
West Virginia,Boone,-0.7599999999999392,-0.7699999999999287,10.6,13.1,3221.0
Minnesota,Rice,0.06999999999999759,0.16000000000000614,5.2,5.7,3221.0
Tennessee,Giles,-0.3799999999999953,-0.399999999999992,8.6,10.4,3221.5
Minnesota,Crow Wing,0.03999999999997881,0.10999999999997544,5.4,6.9,3222.0
Montana,Chouteau,-0.13000000000000358,-0.05999999999999916,6.6,8.2,3223.5
Kansas,Sumner,-0.11999999999997459,-0.06999999999997415,6.5,7.9,3226.5
Kentucky,Muhlenberg,-0.529999999999974,-0.5499999999999706,9.8,11.5,3226.5
Minnesota,Pope,0.06999999999998963,0.17999999999998822,5.2,6.9,3227.0
Michigan,Lake,-0.5099999999999927,-0.48999999999999405,9.7,13.7,3227.0
Virginia,Hampton,-0.10000000000000804,-0.04999999999999985,6.4,6.9,3228.0
Tennessee,Henderson,-0.46000000000000585,-0.44000000000000267,9.3,11.0,3228.5
Alabama,Etowah,-0.3199999999999969,-0.319999999999989,8.1,9.5,3228.5
Minnesota,Beltrami,-0.060000000000013966,0.009999999999983704,6.1,6.7,3229.0
Arkansas,Dallas,-0.2800000000000114,-0.21000000000001368,7.8,10.2,3231.0
Tennessee,Hardin,-0.48000000000000337,-0.4500000000000065,9.4,12.0,3231.5
Pennsylvania,Blair,-0.1800000000000032,-0.1100000000000069,7.0,8.6,3233.0
South Carolina,Colleton,-0.28000000000001884,-0.24000000000001748,7.8,9.6,3234.0
Missouri,Montgomery,-0.3800000000000112,-0.44000000000001865,8.6,10.6,3234.0
Florida,Dixie,-0.6500000000000649,-0.6500000000000755,10.3,13.1,3234.5
Nevada,Humboldt,-0.16999999999997392,-0.0699999999999586,6.9,7.8,3235.0
Georgia,Bleckley,-0.2699999999999968,-0.2799999999999955,7.7,8.3,3236.5
Indiana,LaGrange,-0.46999999999997466,-0.429999999999966,9.3,10.2,3237.5
Kentucky,Bourbon,-0.40999999999999126,-0.3799999999999875,8.8,10.6,3238.0
Louisiana,Tensas,-0.7999999999999257,-0.8199999999999071,10.5,14.1,3238.0
Indiana,Huntington,-0.25999999999998324,-0.24999999999997666,7.6,8.8,3239.0
Utah,Juab,-0.02000000000001262,-0.04000000000000915,5.8,5.8,3240.5
Minnesota,McLeod,0.049999999999992946,0.07999999999998807,5.3,6.3,3241.0
Minnesota,Murray,0.049999999999992946,0.15999999999999057,5.3,7.2,3241.0
South Carolina,Florence,-0.18000000000001118,-0.13000000000001902,7.0,8.0,3241.0
Missouri,Macon,-0.2999999999999778,-0.28999999999997295,7.9,10.0,3241.5
Idaho,Boise,-0.009999999999983617,0.08000000000001858,5.7,8.0,3242.0
West Virginia,Wetzel,-0.5899999999999492,-0.6699999999999443,10.0,12.5,3243.0
California,Stanislaus,-0.06999999999995897,-0.029999999999942076,6.1,6.4,3243.0
Tennessee,Rhea,-0.4999999999999855,-0.4799999999999729,9.5,11.2,3243.5
California,Merced,-0.10999999999994593,-0.059999999999930026,6.4,6.4,3245.0
Indiana,Miami,-0.3899999999999725,-0.37999999999996464,8.6,9.9,3245.0
Colorado,Larimer,0.10000000000001513,0.11000000000002148,4.9,5.1,3248.0
Montana,Fallon,-0.009999999999998496,0.029999999999995353,5.7,6.8,3250.0
Alabama,Crenshaw,-0.3500000000000005,-0.3400000000000026,8.3,10.0,3251.0
Montana,Richland,7.613819904590552e-15,0.0700000000000124,5.6,6.4,3251.5
Idaho,Bonneville,-0.029999999999958206,-0.01999999999995144,5.8,6.1,3252.5
Kentucky,Hardin,-0.28999999999997866,-0.27999999999997294,7.8,8.5,3253.0
Wisconsin,Burnett,-0.06999999999998163,0.050000000000023,6.1,8.8,3254.0
Indiana,Orange,-0.4399999999999785,-0.4399999999999792,9.0,11.0,3254.5
New Hampshire,Sullivan,-0.18999999999994865,-0.11999999999992927,7.0,9.0,3255.0
Tennessee,Unicoi,-0.4599999999999999,-0.4399999999999945,9.2,11.7,3255.0
Oregon,Grant,-0.20999999999996924,-0.22999999999996512,7.2,9.9,3255.5
Kentucky,Logan,-0.4799999999999812,-0.4799999999999725,9.3,11.0,3257.5
South Dakota,Minnehaha,0.09000000000000152,0.13000000000000317,5.0,5.3,3258.0
Pennsylvania,Lebanon,-0.13999999999998614,-0.07999999999997993,6.6,7.9,3260.5
Pennsylvania,Lehigh,-0.059999999999975684,-0.019999999999958884,6.0,6.8,3260.5
Wyoming,Park,-0.029999999999973086,0.11000000000003614,5.8,7.6,3261.5
Tennessee,Sevier,-0.3799999999999953,-0.3599999999999851,8.5,10.4,3262.5
Kentucky,Webster,-0.6499999999999854,-0.6199999999999828,10.1,11.9,3263.0
Ohio,Preble,-0.26000000000001383,-0.22000000000001962,7.6,9.3,3263.0
Minnesota,Benton,0.02999999999999535,0.06999999999999613,5.4,5.8,3265.0
Virginia,Franklin,-0.22000000000000494,-0.19000000000000958,7.3,9.5,3265.0
Kentucky,Allen,-0.5399999999999651,-0.5199999999999593,9.7,11.4,3265.0
Wisconsin,Shawano,-0.06999999999998943,0.010000000000013559,6.1,7.8,3265.0
Wisconsin,Crawford,-0.06999999999998943,0.01000000000001342,6.1,8.0,3265.0
Mississippi,Pike,-0.41999999999996696,-0.41999999999995874,8.8,10.1,3266.5
Georgia,Candler,-0.499999999999985,-0.47999999999997317,9.4,11.1,3266.5
Colorado,Gilpin,0.11000000000002103,0.16000000000002904,4.7,5.9,3267.5
Texas,Martin,-0.09999999999995453,-0.05999999999993077,6.3,6.6,3267.5
Virginia,Warren,-0.15999999999999878,-0.08999999999999497,6.8,8.0,3269.0
Georgia,Camden,-0.15999999999999878,-0.0799999999999959,6.8,7.1,3269.0
Connecticut,Hartford,0.05000000000003081,0.08000000000004147,5.2,5.9,3269.0
South Carolina,Greenwood,-0.20999999999999927,-0.15999999999999862,7.2,8.4,3269.5
Wisconsin,Washburn,-0.05999999999998331,0.03000000000002618,6.0,8.4,3270.5
Tennessee,Grundy,-0.7400000000000021,-0.8400000000000021,10.2,12.3,3271.0
Florida,Polk,-0.30000000000006416,-0.3000000000001032,7.9,9.4,3273.5
Kansas,Marion,-0.09999999999996252,-0.059999999999953486,6.3,8.0,3273.5
Oklahoma,Cherokee,-0.3800000000000102,-0.32000000000000467,8.5,9.1,3274.0
Pennsylvania,Venango,-0.2100000000000069,-0.12000000000000419,7.2,9.4,3274.5
Arkansas,Mississippi,-0.41999999999998916,-0.34999999999998554,8.8,9.9,3275.0
Alabama,Lowndes,-0.4300000000000035,-0.4000000000000081,8.9,10.9,3275.5
Florida,Volusia,-0.2500000000000506,-0.10000000000004897,7.5,9.8,3277.0
Arkansas,Pike,-0.34000000000000236,-0.33999999999999503,8.2,10.0,3279.0
Georgia,Bacon,-0.4300000000000191,-0.38000000000001927,8.9,10.1,3279.5
Florida,St. Lucie,-0.2500000000000713,-0.1500000000000931,7.5,9.8,3280.0
Iowa,Union,-0.12999999999997242,-0.12999999999997303,6.5,7.8,3281.5
Wyoming,Campbell,-0.10999999999999134,1.4779730308171345e-14,6.4,6.8,3284.0
Montana,Park,0.009999999999982733,0.049999999999976674,5.5,7.0,3285.0
West Virginia,Hancock,-0.4399999999999563,-0.4699999999999438,8.9,11.3,3286.5
Minnesota,Brown,0.05000000000000019,0.10000000000000835,5.2,6.4,3287.0
Kentucky,Metcalfe,-0.8600000000000159,-0.9400000000000257,10.2,12.2,3287.0
Virginia,Charles City,-0.24000000000000254,-0.15000000000000008,7.4,10.0,3287.5
Wyoming,Goshen,-0.0999999999999781,-0.049999999999978034,6.3,7.7,3288.5
West Virginia,Gilmer,-0.49999999999990963,-0.4699999999998977,9.3,9.8,3289.5
Nebraska,Phelps,-0.009999999999975698,3.036294519713969e-14,5.6,6.8,3289.5
Ohio,Lake,-0.15000000000002364,-0.10000000000002338,6.7,8.2,3291.0
Colorado,Eagle,0.10000000000002268,0.2200000000000355,4.7,5.1,3291.5
Wisconsin,Jackson,-0.09999999999998534,-0.049999999999976764,6.3,7.7,3291.5
Missouri,St. Louis City,-0.2299999999999728,-0.14999999999997032,7.3,7.6,3293.0
Indiana,White,-0.26999999999998286,-0.24999999999997033,7.6,9.4,3294.0
Virginia,Frederick,-0.08999999999998651,-0.03999999999997907,6.2,7.3,3298.0
Mississippi,Forrest,-0.25999999999997586,-0.17999999999997313,7.5,7.6,3298.0
Alaska,Yukon-Koyukuk,-0.4899999999999572,-0.38999999999995644,9.2,10.6,3299.5
Minnesota,Lyon,0.019999999999982115,0.08999999999998709,5.4,6.2,3303.0
Tennessee,Union,-0.6699999999999906,-0.6999999999999933,9.9,11.9,3303.5
Missouri,Andrew,-0.17999999999998803,-0.13999999999998633,6.9,8.4,3304.0
Alabama,Clarke,-0.3900000000000103,-0.40000000000000785,8.5,10.3,3304.5
Colorado,Jefferson,0.09000000000003197,0.10000000000004583,4.7,5.3,3306.5
Minnesota,Douglas,0.06999999999998993,0.09999999999998423,5.0,6.3,3309.0
Iowa,Warren,0.04000000000001688,0.1100000000000142,5.2,5.9,3309.0
Iowa,Madison,2.2278848706557125e-14,0.010000000000029008,5.5,6.5,3309.0
Nebraska,Boyd,-0.06999999999995177,-0.02999999999993508,6.0,8.5,3309.5
Kansas,Pratt,-0.07999999999998071,-0.0399999999999792,6.1,7.4,3313.0
Nebraska,Custer,-0.06999999999995903,-0.04999999999994744,6.0,7.6,3314.5
Texas,Montgomery,-0.039999999999986664,-0.03999999999997168,5.8,6.2,3315.5
Arkansas,Sebastian,-0.29999999999999305,-0.2399999999999788,7.8,8.8,3316.0
South Dakota,Kingsbury,0.04000000000000148,0.11000000000000626,5.2,6.8,3317.5
South Dakota,Meade,0.04000000000000148,0.09000000000000948,5.2,5.7,3317.5
Oklahoma,Tulsa,-0.13000000000001863,-0.04000000000000917,6.5,7.1,3318.5
Kentucky,Adair,-0.64000000000001,-0.6700000000000128,9.8,11.2,3320.5
Minnesota,Steele,0.03999999999999421,0.11999999999999651,5.2,6.2,3321.0
Alabama,Walker,-0.4300000000000195,-0.41000000000002285,8.8,10.6,3321.0
Washington,Jefferson,0.030000000000002608,0.15000000000000016,5.3,8.0,3322.5
West Virginia,Hampshire,-0.6499999999999024,-0.6199999999998824,9.8,12.6,3322.5
Virginia,Nelson,-0.16999999999999738,-0.12999999999999481,6.8,9.3,3323.5
Illinois,Crawford,-0.2099999999999836,-0.2199999999999815,7.1,8.3,3324.0
Tennessee,Monroe,-0.5599999999999989,-0.5499999999999932,9.5,11.8,3324.0
South Dakota,Lincoln,0.10999999999999845,0.1600000000000059,4.4,4.7,3325.0
California,San Bernardino,-0.01999999999995896,-0.019999999999944215,5.6,5.6,3325.5
Mississippi,Tallahatchie,-0.5199999999999589,-0.3799999999999359,9.3,9.9,3325.5
North Dakota,Cavalier,-7.814530840500673e-15,0.04999999999999167,5.5,7.5,3326.0
Wisconsin,Lafayette,-0.06999999999998184,-0.019999999999982646,6.0,7.4,3326.5
Minnesota,Winona,0.029999999999987915,0.09999999999999278,5.3,5.7,3326.5
Alabama,Cleburne,-0.39999999999999303,-0.36999999999998984,8.5,10.3,3330.5
Utah,Daggett,0.05000000000000706,0.15000000000000696,5.1,7.0,3331.0
New York,Cattaraugus,-0.359999999999969,-0.2899999999999636,8.2,10.0,3332.0
North Carolina,Hertford,-0.3299999999999811,-0.2299999999999729,8.0,9.7,3332.0
Missouri,Douglas,-0.5900000000000094,-0.6300000000000189,9.6,12.6,3333.5
Illinois,Union,-0.27999999999997355,-0.2599999999999678,7.6,9.4,3333.5
Kentucky,Montgomery,-0.6299999999999664,-0.6099999999999606,9.7,11.0,3334.0
Connecticut,Windham,-0.10999999999996811,-0.04999999999995453,6.3,7.3,3335.5
Kansas,Kearny,-0.23999999999993377,-0.06999999999991419,7.3,8.4,3336.0
Washington,Clark,0.010000000000006112,0.06000000000001347,5.4,6.1,3336.5
Missouri,Jackson,-0.17000000000001278,-0.12000000000000487,6.8,7.5,3337.5
Oklahoma,Comanche,-0.22000000000000525,-0.1599999999999912,7.2,7.2,3337.5
Texas,Crane,-0.049999999999954726,-0.02999999999994201,5.8,6.0,3337.5
Georgia,Laurens,-0.37000000000000516,-0.3900000000000019,8.3,9.6,3338.0
Alabama,Talladega,-0.4000000000000007,-0.3900000000000026,8.5,9.9,3339.0
Mississippi,Issaquena,-0.8599999999999466,-0.7199999999999301,9.9,11.0,3339.5
Arizona,Yavapai,-0.11999999999999728,-0.029999999999996002,6.4,9.3,3339.5
Washington,Mason,-0.11999999999999728,-0.059999999999983185,6.4,8.2,3339.5
Colorado,Garfield,0.0200000000000275,0.09000000000004696,5.3,5.8,3339.5
Tennessee,Anderson,-0.34000000000000336,-0.3300000000000034,8.1,9.8,3339.5
Alabama,Jackson,-0.44000000000000133,-0.419999999999998,8.8,10.8,3341.0
Kentucky,Livingston,-0.5299999999999878,-0.5599999999999915,9.3,11.8,3342.5
Texas,Llano,-0.16000000000000641,-0.12000000000000474,6.7,10.1,3344.0
Tennessee,Sullivan,-0.4000000000000091,-0.4300000000000105,8.5,10.4,3344.0
Montana,Yellowstone,-0.019999999999989623,1.505050008418264e-14,5.6,6.3,3345.5
Kentucky,Calloway,-0.42999999999997274,-0.38999999999997226,8.7,9.1,3346.5
Kentucky,Franklin,-0.27999999999998837,-0.25999999999998313,7.6,8.8,3347.0
North Carolina,Rutherford,-0.32999999999999646,-0.31999999999999035,8.0,10.1,3347.0
Arizona,Cochise,-0.09999999999997704,0.04000000000004729,6.2,7.9,3347.0
Kentucky,Harrison,-0.5099999999999997,-0.5400000000000029,9.2,10.9,3348.5
Minnesota,Kandiyohi,0.00999999999999103,0.10000000000000789,5.4,6.6,3349.0
Virginia,Lancaster,-0.12000000000001164,-0.09000000000001686,6.4,9.7,3349.0
Montana,Hill,-0.1600000000000136,-0.16000000000001366,6.7,7.4,3349.0
Missouri,Boone,-0.12000000000001218,-0.04000000000000109,6.4,6.2,3350.0
Alabama,Henry,-0.3199999999999967,-0.3299999999999957,7.9,9.9,3350.5
West Virginia,Berkeley,-0.37999999999993483,-0.35999999999993143,8.3,9.2,3351.0
New York,Niagara,-0.2399999999999863,-0.20999999999998303,7.3,8.8,3352.0
Kansas,Saline,-0.08999999999996348,0.020000000000049183,6.1,7.2,3352.0
Alabama,Washington,-0.4400000000000104,-0.44000000000001865,8.8,10.6,3352.0
Massachusetts,Dukes,0.020000000000004577,0.09000000000000938,5.3,7.0,3352.5
West Virginia,Brooke,-0.40999999999995396,-0.419999999999944,8.5,10.7,3355.0
Indiana,Jasper,-0.2699999999999747,-0.28999999999996423,7.5,8.7,3356.0
Kentucky,Marion,-0.6800000000000049,-0.6800000000000119,9.7,11.2,3357.0
North Carolina,Macon,-0.23999999999998664,-0.21999999999997455,7.3,10.0,3358.0
Minnesota,Nicollet,0.06999999999998971,0.10999999999999795,4.8,5.3,3359.0
North Dakota,McKenzie,-0.049999999999985716,0.030000000000033552,5.8,5.7,3360.5
North Carolina,Robeson,-0.6899999999999801,-0.6699999999999746,9.7,10.7,3361.0
Virginia,Page,-0.35,-0.35000000000000153,8.1,10.1,3361.5
Alabama,Tuscaloosa,-0.2000000000000084,-0.1599999999999989,7.0,7.0,3363.0
Minnesota,Hubbard,0.01999999999997411,0.10999999999996775,5.3,7.2,3364.5
Indiana,Henry,-0.3500000000000016,-0.40000000000000085,8.1,9.5,3365.5
Minnesota,Goodhue,0.04000000000000145,0.1400000000000021,5.1,6.4,3365.5
South Dakota,Hughes,0.04000000000000145,0.10000000000000009,5.1,6.0,3365.5
Georgia,Washington,-0.35000000000000775,-0.31000000000001443,8.1,9.4,3366.5
Virginia,Amherst,-0.24000000000000227,-0.1800000000000046,7.3,9.1,3367.0
Tennessee,Jefferson,-0.4099999999999982,-0.4099999999999993,8.5,10.3,3369.0
Kentucky,Larue,-0.6299999999999517,-0.6399999999999417,9.5,11.1,3369.0
Indiana,Madison,-0.3799999999999954,-0.3599999999999994,8.3,9.6,3369.0
Texas,Bastrop,-0.12999999999996534,-0.07999999999993469,6.4,7.3,3369.0
Washington,Pierce,-0.009999999999998387,0.04000000000000871,5.5,5.9,3370.0
Louisiana,Cameron,-0.3399999999999641,-0.24999999999995542,8.0,9.5,3370.0
Mississippi,Greene,-0.2999999999999705,-0.22999999999996626,7.7,8.3,3370.5
Kentucky,Garrard,-0.48999999999998767,-0.5099999999999925,9.0,10.9,3370.5
Georgia,Pierce,-0.3500000000000386,-0.31000000000004385,8.1,9.4,3373.5
Tennessee,Stewart,-0.3999999999999852,-0.4499999999999705,8.4,10.3,3373.5
Oklahoma,Pontotoc,-0.2400000000000175,-0.19000000000000908,7.3,8.0,3374.0
Georgia,Gordon,-0.3699999999999678,-0.33999999999994884,8.2,9.1,3374.0
Texas,Ellis,-0.07999999999997226,-0.04999999999995528,6.0,6.4,3374.5
Colorado,Rio Grande,-0.02999999999996599,0.07000000000005739,5.6,6.9,3376.5
Missouri,Clay,-0.08999999999999395,-0.03999999999998609,6.1,6.7,3377.0
Idaho,Latah,-0.03999999999998686,0.010000000000013705,5.7,5.3,3379.0
Nebraska,Lincoln,-0.06999999999995886,0.02000000000005747,5.9,7.3,3379.0
Tennessee,Bedford,-0.4399999999999873,-0.42999999999996674,8.7,9.6,3379.5
Kentucky,Hickman,-0.7699999999999909,-0.8499999999999936,9.7,12.6,3380.0
Georgia,Colquitt,-0.4399999999999879,-0.3599999999999613,8.7,9.8,3380.5
Colorado,Grand,0.010000000000021316,0.0900000000000318,5.3,6.5,3382.0
Iowa,Bremer,0.010000000000021316,0.040000000000016925,5.3,6.1,3382.0
Texas,Parmer,-0.15999999999995398,-0.07999999999992782,6.6,7.3,3384.5
Kansas,Franklin,-0.12999999999998785,-0.0799999999999804,6.4,7.5,3385.0
West Virginia,Tyler,-0.5199999999999686,-0.4999999999999708,9.1,11.7,3387.0
South Dakota,Brookings,0.050000000000015185,0.05000000000000727,4.9,4.3,3389.0
Indiana,Harrison,-0.2899999999999859,-0.2799999999999812,7.6,9.1,3389.0
Missouri,Cass,-0.1699999999999972,-0.14000000000000182,6.7,7.8,3391.0
Minnesota,Pennington,-6.7801548134469374e-15,0.06999999999999006,5.4,6.4,3391.0
Iowa,Mills,-0.02999999999998781,0.020000000000019686,5.6,6.9,3391.5
Oregon,Baker,-0.1999999999999318,-0.15999999999990694,6.9,9.2,3393.0
South Carolina,Lexington,-0.09000000000000985,-0.05000000000000811,6.1,7.0,3393.0
Tennessee,Dyer,-0.44000000000000977,-0.47000000000000547,8.7,10.1,3393.5
Pennsylvania,Somerset,-0.23000000000000365,-0.18000000000000307,7.2,9.1,3394.5
Kansas,Ellsworth,-0.14999999999994756,-0.1699999999999291,6.5,7.7,3395.5
Missouri,Scotland,-0.5499999999999868,-0.45999999999997626,9.2,11.1,3396.5
Tennessee,Hawkins,-0.5200000000000148,-0.5300000000000185,9.1,11.3,3397.0
Kansas,Shawnee,-0.10999999999995332,-0.019999999999936263,6.2,7.4,3397.0
Indiana,Morgan,-0.31999999999995965,-0.3099999999999539,7.8,9.2,3398.0
Kentucky,Bullitt,-0.35999999999998483,-0.2999999999999775,8.1,9.3,3399.5
West Virginia,Tucker,-0.4899999999999261,-0.4799999999999044,8.9,11.7,3399.5
