Date,Source,Site ID,POC,Daily Max 1-hour SO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude,Year
2024-01-05,AQS,540610003,1,2.0,ppb,3,Unknown,23,96.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-06,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-07,AQS,540610003,1,1.0,ppb,1,Unknown,23,96.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-08,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-09,AQS,540610003,1,1.0,ppb,1,Unknown,23,96.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-10,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-11,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-12,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-13,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-30,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-01-31,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-01,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-02,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-03,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-04,AQS,540610003,1,2.0,ppb,3,Unknown,23,96.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-05,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-06,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-07,AQS,540610003,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-08,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-09,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-10,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-11,AQS,540610003,1,2.0,ppb,3,Unknown,23,96.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-12,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-13,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-14,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-15,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-16,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-02-17,AQS,540610003,1,0.0,ppb,0,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-15,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-16,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-17,AQS,540610003,1,3.0,ppb,4,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-18,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-19,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-20,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-21,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-22,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-23,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-24,AQS,540610003,1,3.0,ppb,4,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-25,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-26,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-27,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-28,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-29,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-30,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-03-31,AQS,540610003,1,3.0,ppb,4,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-01,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-02,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-03,AQS,540610003,1,3.0,ppb,4,Unknown,21,88.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-04,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-05,AQS,540610003,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-06,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-07,AQS,540610003,1,5.0,ppb,7,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-08,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-09,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-10,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-11,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-12,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-13,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-14,AQS,540610003,1,4.0,ppb,6,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-15,AQS,540610003,1,4.0,ppb,6,Unknown,20,83.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-16,AQS,540610003,1,7.0,ppb,10,Unknown,21,88.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-17,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-18,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-19,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-20,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-21,AQS,540610003,1,4.0,ppb,6,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-22,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-23,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-24,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-25,AQS,540610003,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-26,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-27,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-28,AQS,540610003,1,4.0,ppb,6,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-29,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-04-30,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-01,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-02,AQS,540610003,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-03,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-04,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-05,AQS,540610003,1,3.0,ppb,4,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-06,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-07,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-14,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-15,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-16,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-17,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-18,AQS,540610003,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-19,AQS,540610003,1,7.0,ppb,10,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-20,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-21,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-22,AQS,540610003,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-23,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-24,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-25,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-26,AQS,540610003,1,0.0,ppb,0,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-27,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-28,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-29,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-30,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-05-31,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-01,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-02,AQS,540610003,1,0.0,ppb,0,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-03,AQS,540610003,1,7.0,ppb,10,Unknown,23,96.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-04,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-05,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-06,AQS,540610003,1,1.0,ppb,1,Unknown,21,88.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-07,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-08,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-09,AQS,540610003,1,2.0,ppb,3,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-10,AQS,540610003,1,3.0,ppb,4,Unknown,19,79.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-11,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-12,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-13,AQS,540610003,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-14,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-15,AQS,540610003,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-16,AQS,540610003,1,0.0,ppb,0,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-17,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-18,AQS,540610003,1,1.0,ppb,1,Unknown,23,96.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-19,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-20,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-21,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-22,AQS,540610003,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-23,AQS,540610003,1,2.0,ppb,3,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-24,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-25,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-26,AQS,540610003,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-27,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-28,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-29,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-06-30,AQS,540610003,1,4.0,ppb,6,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-01,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-02,AQS,540610003,1,0.0,ppb,0,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-03,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-04,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-05,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-06,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-07,AQS,540610003,1,2.0,ppb,3,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-08,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-09,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-10,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-11,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-12,AQS,540610003,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-13,AQS,540610003,1,1.0,ppb,1,Unknown,24,100.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
2024-07-14,AQS,540610003,1,2.0,ppb,3,Unknown,22,92.0,42401,Sulfur dioxide,100,34060,"Morgantown, WV",54,West Virginia,61,Monongalia,39.649444,-79.920278,2024
