"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/28/2023","AQS","540390020","1","0.038","ppm","35","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"07/29/2023","AQS","540390020","1","0.038","ppm","35","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"07/30/2023","AQS","540390020","1","0.035","ppm","32","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"07/31/2023","AQS","540390020","1","0.038","ppm","35","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/01/2023","AQS","540390020","1","0.037","ppm","34","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/02/2023","AQS","540390020","1","0.045","ppm","42","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/03/2023","AQS","540390020","1","0.03","ppm","28","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/04/2023","AQS","540390020","1","0.049","ppm","45","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/05/2023","AQS","540390020","1","0.054","ppm","50","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/06/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/07/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/08/2023","AQS","540390020","1","0.039","ppm","36","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/09/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/10/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/11/2023","AQS","540390020","1","0.04","ppm","37","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/12/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/13/2023","AQS","540390020","1","0.035","ppm","32","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/14/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/15/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/16/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/17/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/18/2023","AQS","540390020","1","0.037","ppm","34","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/19/2023","AQS","540390020","1","0.05","ppm","46","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/20/2023","AQS","540390020","1","0.035","ppm","32","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/21/2023","AQS","540390020","1","0.054","ppm","50","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/22/2023","AQS","540390020","1","0.038","ppm","35","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/23/2023","AQS","540390020","1","0.056","ppm","54","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/24/2023","AQS","540390020","1","0.048","ppm","44","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/25/2023","AQS","540390020","1","0.033","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/26/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/27/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/28/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/29/2023","AQS","540390020","1","0.026","ppm","24","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/30/2023","AQS","540390020","1","0.035","ppm","32","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"08/31/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/01/2023","AQS","540390020","1","0.042","ppm","39","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/02/2023","AQS","540390020","1","0.04","ppm","37","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/03/2023","AQS","540390020","1","0.04","ppm","37","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/04/2023","AQS","540390020","1","0.045","ppm","42","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/05/2023","AQS","540390020","1","0.054","ppm","50","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/06/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/07/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/08/2023","AQS","540390020","1","0.039","ppm","36","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/09/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/10/2023","AQS","540390020","1","0.025","ppm","23","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/11/2023","AQS","540390020","1","0.039","ppm","36","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/12/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/13/2023","AQS","540390020","1","0.04","ppm","37","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/14/2023","AQS","540390020","1","0.037","ppm","34","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/15/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/16/2023","AQS","540390020","1","0.051","ppm","47","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/17/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/18/2023","AQS","540390020","1","0.04","ppm","37","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/20/2023","AQS","540390020","1","0.04","ppm","37","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/22/2023","AQS","540390020","1","0.044","ppm","41","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/23/2023","AQS","540390020","1","0.039","ppm","36","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/24/2023","AQS","540390020","1","0.021","ppm","19","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/25/2023","AQS","540390020","1","0.02","ppm","19","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/27/2023","AQS","540390020","1","0.028","ppm","26","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/28/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/29/2023","AQS","540390020","1","0.048","ppm","44","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"09/30/2023","AQS","540390020","1","0.047","ppm","44","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/01/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/02/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/03/2023","AQS","540390020","1","0.045","ppm","42","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/04/2023","AQS","540390020","1","0.048","ppm","44","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/05/2023","AQS","540390020","1","0.048","ppm","44","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/06/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/07/2023","AQS","540390020","1","0.026","ppm","24","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/08/2023","AQS","540390020","1","0.033","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/09/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/10/2023","AQS","540390020","1","0.041","ppm","38","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/12/2023","AQS","540390020","1","0.045","ppm","42","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/13/2023","AQS","540390020","1","0.039","ppm","36","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/14/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/15/2023","AQS","540390020","1","0.024","ppm","22","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/16/2023","AQS","540390020","1","0.018","ppm","17","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/17/2023","AQS","540390020","1","0.019","ppm","18","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/18/2023","AQS","540390020","1","0.029","ppm","27","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/19/2023","AQS","540390020","1","0.038","ppm","35","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/20/2023","AQS","540390020","1","0.028","ppm","26","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/21/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/22/2023","AQS","540390020","1","0.025","ppm","23","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/23/2023","AQS","540390020","1","0.029","ppm","27","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/24/2023","AQS","540390020","1","0.035","ppm","32","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/25/2023","AQS","540390020","1","0.041","ppm","38","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/26/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/27/2023","AQS","540390020","1","0.031","ppm","29","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/28/2023","AQS","540390020","1","0.023","ppm","21","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/29/2023","AQS","540390020","1","0.026","ppm","24","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"10/30/2023","AQS","540390020","1","0.017","ppm","16","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/01/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/02/2023","AQS","540390020","1","0.031","ppm","29","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/03/2023","AQS","540390020","1","0.041","ppm","38","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/04/2023","AQS","540390020","1","0.046","ppm","43","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/05/2023","AQS","540390020","1","0.044","ppm","41","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/06/2023","AQS","540390020","1","0.042","ppm","39","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/07/2023","AQS","540390020","1","0.041","ppm","38","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/08/2023","AQS","540390020","1","0.033","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/09/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/10/2023","AQS","540390020","1","0.029","ppm","27","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/11/2023","AQS","540390020","1","0.024","ppm","22","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/12/2023","AQS","540390020","1","0.03","ppm","28","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/13/2023","AQS","540390020","1","0.033","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/14/2023","AQS","540390020","1","0.025","ppm","23","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/15/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/16/2023","AQS","540390020","1","0.03","ppm","28","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/17/2023","AQS","540390020","1","0.031","ppm","29","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/18/2023","AQS","540390020","1","0.029","ppm","27","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/19/2023","AQS","540390020","1","0.026","ppm","24","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/20/2023","AQS","540390020","1","0.035","ppm","32","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/21/2023","AQS","540390020","1","0.029","ppm","27","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/22/2023","AQS","540390020","1","0.017","ppm","16","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/23/2023","AQS","540390020","1","0.024","ppm","22","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/24/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/25/2023","AQS","540390020","1","0.025","ppm","23","Dixie St.","16","94.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/26/2023","AQS","540390020","1","0.026","ppm","24","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/27/2023","AQS","540390020","1","0.031","ppm","29","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/28/2023","AQS","540390020","1","0.03","ppm","28","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/29/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"11/30/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/01/2023","AQS","540390020","1","0.007","ppm","6","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/02/2023","AQS","540390020","1","0","ppm","0","Dixie St.","16","94.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/03/2023","AQS","540390020","1","0.033","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/04/2023","AQS","540390020","1","0.023","ppm","21","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/05/2023","AQS","540390020","1","0.019","ppm","18","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/06/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/07/2023","AQS","540390020","1","0.031","ppm","29","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/08/2023","AQS","540390020","1","0.031","ppm","29","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/09/2023","AQS","540390020","1","0.028","ppm","26","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/10/2023","AQS","540390020","1","0.02","ppm","19","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/11/2023","AQS","540390020","1","0.016","ppm","15","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/12/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/13/2023","AQS","540390020","1","0.019","ppm","18","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/14/2023","AQS","540390020","1","0.015","ppm","14","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/15/2023","AQS","540390020","1","0.019","ppm","18","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/16/2023","AQS","540390020","1","0.037","ppm","34","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/17/2023","AQS","540390020","1","0.033","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/18/2023","AQS","540390020","1","0.028","ppm","26","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/19/2023","AQS","540390020","1","0.024","ppm","22","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/20/2023","AQS","540390020","1","0.014","ppm","13","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/21/2023","AQS","540390020","1","0.005","ppm","5","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/22/2023","AQS","540390020","1","0.006","ppm","6","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/23/2023","AQS","540390020","1","0.027","ppm","25","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/24/2023","AQS","540390020","1","0.032","ppm","30","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/25/2023","AQS","540390020","1","0.036","ppm","33","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/26/2023","AQS","540390020","1","0.034","ppm","31","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/27/2023","AQS","540390020","1","0.018","ppm","17","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/28/2023","AQS","540390020","1","0.018","ppm","17","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/29/2023","AQS","540390020","1","0.019","ppm","18","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"12/30/2023","AQS","540390020","1","0.021","ppm","19","Dixie St.","17","100.0000","44201","Ozone","087","16620","Charleston, WV","54","West Virginia","039","Kanawha","38.346258","-81.621161"
"03/01/2023","AQS","540610003","1","0.052","ppm","48","","17","100.0000","44201","Ozone","160","34060","Morgantown, WV","54","West Virginia","061","Monongalia","39.649444","-79.920278"
